sum;dependencia;mes
27259596;CENTRO DE REHABILITACION PARA PERSONAS CIEGAS;agosto
27259596;CENTRO DE REHABILITACION PARA PERSONAS CIEGAS;julio
28917828;CENTRO DE REHABILITACION PARA PERSONAS CIEGAS;junio
40534050;CENTRO DIVINA ESPERANZA;agosto
40534050;CENTRO DIVINA ESPERANZA;julio
37217586;CENTRO DIVINA ESPERANZA;junio
6632928;CENTRO EDUC. 15300 INMAC. CONCEPCION;agosto
6632928;CENTRO EDUC. 15300 INMAC. CONCEPCION;julio
6632928;CENTRO EDUC. 15300 INMAC. CONCEPCION;junio
1090947;CENTRO EDUC. 17-22;agosto
1090947;CENTRO EDUC. 17-22;julio
1090947;CENTRO EDUC. 17-22;junio
1090947;CENTRO EDUC. 17-23;agosto
1090947;CENTRO EDUC. 17-23;julio
1090947;CENTRO EDUC. 17-23;junio
1658232;CENTRO EDUC. 3 BELLA VISTA 188;agosto
1658232;CENTRO EDUC. 3 BELLA VISTA 188;julio
1658232;CENTRO EDUC. 3 BELLA VISTA 188;junio
3316464;CENTRO EDUC. 4780 P. S. DR. IGNACIO A PANE;agosto
3316464;CENTRO EDUC. 4780 P. S. DR. IGNACIO A PANE;julio
3316464;CENTRO EDUC. 4780 P. S. DR. IGNACIO A PANE;junio
8894250;CENTRO EDUCACIONAL SAGRADA FAMILIA;agosto
8894250;CENTRO EDUCACIONAL SAGRADA FAMILIA;julio
8894250;CENTRO EDUCACIONAL SAGRADA FAMILIA;junio
18454237;CENTRO EDUC. AGROECOLOGICO SAN ISIDRO LABRADOR;agosto
18454237;CENTRO EDUC. AGROECOLOGICO SAN ISIDRO LABRADOR;julio
18454237;CENTRO EDUC. AGROECOLOGICO SAN ISIDRO LABRADOR;junio
9329750;CENTRO EDUCATIVO 14 DE JULIO;agosto
9329750;CENTRO EDUCATIVO 14 DE JULIO;julio
9329750;CENTRO EDUCATIVO 14 DE JULIO;junio
11205678;CENTRO EDUCATIVO 15168 BET-EL;agosto
11205678;CENTRO EDUCATIVO 15168 BET-EL;julio
11205678;CENTRO EDUCATIVO 15168 BET-EL;junio
96164846;CENTRO EDUCATIVO 4865 CAMPO VERDE;agosto
97756706;CENTRO EDUCATIVO 4865 CAMPO VERDE;julio
96164846;CENTRO EDUCATIVO 4865 CAMPO VERDE;junio
41665434;CENTRO EDUCATIVO ANTONIO PROVOLO;agosto
41665434;CENTRO EDUCATIVO ANTONIO PROVOLO;julio
41665434;CENTRO EDUCATIVO ANTONIO PROVOLO;junio
184250;CENTRO EDUCATIVO ARANDU RAITY;agosto
184250;CENTRO EDUCATIVO ARANDU RAITY;julio
184250;CENTRO EDUCATIVO ARANDU RAITY;junio
159900520;CENTRO EDUCATIVO DE ALTO DESEMPEÑO;agosto
159775189;CENTRO EDUCATIVO DE ALTO DESEMPEÑO;julio
159557439;CENTRO EDUCATIVO DE ALTO DESEMPEÑO;junio
5498358;CENTRO EDUCATIVO DE JOVENES Y ADULTOS M-87;agosto
5498358;CENTRO EDUCATIVO DE JOVENES Y ADULTOS M-87;julio
5498358;CENTRO EDUCATIVO DE JOVENES Y ADULTOS M-87;junio
19191873;CENTRO EDUCATIVO DEPARTAMENTAL LA ARBOLEDA;agosto
19191873;CENTRO EDUCATIVO DEPARTAMENTAL LA ARBOLEDA;julio
19191873;CENTRO EDUCATIVO DEPARTAMENTAL LA ARBOLEDA;junio
7520732;CENTRO EDUCATIVO DEPARTAMENTAL MUNICIPAL DR.;agosto
7520732;CENTRO EDUCATIVO DEPARTAMENTAL MUNICIPAL DR.;julio
7520732;CENTRO EDUCATIVO DEPARTAMENTAL MUNICIPAL DR.;junio
1658232;CENTRO EDUCATIVO DIVINO NIÑO JESUS;agosto
46754422;CENTRO EDUCATIVO INFANTIL Nº 7864 TALENTITOS;agosto
48412654;CENTRO EDUCATIVO INFANTIL Nº 7864 TALENTITOS;julio
51729118;CENTRO EDUCATIVO INFANTIL Nº 7864 TALENTITOS;junio
3316464;CENTRO EDUCATIVO INTEGRAL;agosto
3316464;CENTRO EDUCATIVO INTEGRAL;julio
3316464;CENTRO EDUCATIVO INTEGRAL;junio
32776012;CENTRO EDUCATIVO INTEGRAL MARIA AUXILIADORA;agosto
32776012;CENTRO EDUCATIVO INTEGRAL MARIA AUXILIADORA;julio
32776012;CENTRO EDUCATIVO INTEGRAL MARIA AUXILIADORA;junio
1658232;CENTRO EDUCATIVO INTEGRAL PRIV. SUBV.;agosto
1658232;CENTRO EDUCATIVO INTEGRAL PRIV. SUBV.;julio
1658232;CENTRO EDUCATIVO INTEGRAL PRIV. SUBV.;junio
2964750;CENTRO EDUCATIVO INTEGRAL SAN BENITO;agosto
2964750;CENTRO EDUCATIVO INTEGRAL SAN BENITO;julio
2964750;CENTRO EDUCATIVO INTEGRAL SAN BENITO;junio
30047593;CENTRO EDUCATIVO ITA;agosto
30047593;CENTRO EDUCATIVO ITA;julio
30047593;CENTRO EDUCATIVO ITA;junio
10594000;CENTRO EDUCATIVO LOMAS VALENTINAS;agosto
10594000;CENTRO EDUCATIVO LOMAS VALENTINAS;julio
10594000;CENTRO EDUCATIVO LOMAS VALENTINAS;junio
1658232;CENTRO EDUCATIVO N° 7649 EL BUEN SAMARITANO;agosto
1658232;CENTRO EDUCATIVO N° 7649 EL BUEN SAMARITANO;julio
1658232;CENTRO EDUCATIVO N° 7649 EL BUEN SAMARITANO;junio
6632928;CENTRO EDUCATIVO PRIMERO PERSONAS;agosto
6632928;CENTRO EDUCATIVO PRIMERO PERSONAS;julio
6632928;CENTRO EDUCATIVO PRIMERO PERSONAS;junio
1658232;CENTRO EDUCATIVO PRIV. Nº 7637 BETEL;agosto
1658232;CENTRO EDUCATIVO PRIV. Nº 7637 BETEL;julio
1658232;CENTRO EDUCATIVO PRIV. Nº 7637 BETEL;junio
1658232;CENTRO EDUCATIVO PRIV. SUBV. Nº 4846 SANTA RITA;agosto
1658232;CENTRO EDUCATIVO PRIV. SUBV. Nº 4846 SANTA RITA;julio
1658232;CENTRO EDUCATIVO PRIV. SUBV. Nº 4846 SANTA RITA;junio
18598829;CENTRO EDUCATIVO PRIV. SUBV SOS HERMANN GMEINER;agosto
18598829;CENTRO EDUCATIVO PRIV. SUBV SOS HERMANN GMEINER;julio
17928829;CENTRO EDUCATIVO PRIV. SUBV SOS HERMANN GMEINER;junio
1658232;CENTRO EDUCATIVO SAN CIPRIANO;agosto
1658232;CENTRO EDUCATIVO SAN CIPRIANO;julio
1658232;CENTRO EDUCATIVO SAN CIPRIANO;junio
40670456;CENTRO EDUCATIVO SOS HERMANN GMEINER ASUNCION;agosto
40670456;CENTRO EDUCATIVO SOS HERMANN GMEINER ASUNCION;julio
40670456;CENTRO EDUCATIVO SOS HERMANN GMEINER ASUNCION;junio
27834627;CENTRO EDUCATIVO VIRGEN DEL ROSARIO;agosto
27834627;CENTRO EDUCATIVO VIRGEN DEL ROSARIO;julio
27834627;CENTRO EDUCATIVO VIRGEN DEL ROSARIO;junio
1658232;CENTRO EDUC. BILINGUE 11-415;agosto
1658232;CENTRO EDUC. BILINGUE 11-415;julio
1658232;CENTRO EDUC. BILINGUE 11-415;junio
10803678;CENTRO EDUC. COOP. REGION DE MURCIA Nº 7575;agosto
10803678;CENTRO EDUC. COOP. REGION DE MURCIA Nº 7575;julio
10803678;CENTRO EDUC. COOP. REGION DE MURCIA Nº 7575;junio
1658232;CENTRO EDUC. CRISTIANO 7900 CIUDAD UNIVERSITARIA;agosto
1658232;CENTRO EDUC. CRISTIANO 7900 CIUDAD UNIVERSITARIA;julio
1658232;CENTRO EDUC. CRISTIANO 7900 CIUDAD UNIVERSITARIA;junio
32652977;CENTRO EDUC. DEPARTAMENTAL DE ÑEMBY;agosto
32844110;CENTRO EDUC. DEPARTAMENTAL DE ÑEMBY;julio
32844110;CENTRO EDUC. DEPARTAMENTAL DE ÑEMBY;junio
32020322;CENTRO EDUC. DEPARTAMENTAL MIGUELA RODRIGUEZ;agosto
31145423;CENTRO EDUC. DEPARTAMENTAL MIGUELA RODRIGUEZ;julio
30994673;CENTRO EDUC. DEPARTAMENTAL MIGUELA RODRIGUEZ;junio
4472232;CENTRO EDUC. DEPARTAMENTAL MUNIC. 7594 VIRGEN DEL ROSARIO;agosto
4472232;CENTRO EDUC. DEPARTAMENTAL MUNIC. 7594 VIRGEN DEL ROSARIO;julio
4472232;CENTRO EDUC. DEPARTAMENTAL MUNIC. 7594 VIRGEN DEL ROSARIO;junio
76352299;CENTRO EDUC. DEPART. DR. CARLOS PASTORE;agosto
76352299;CENTRO EDUC. DEPART. DR. CARLOS PASTORE;julio
82207344;CENTRO EDUC. DEPART. DR. CARLOS PASTORE;junio
16346192;CENTRO EDUC. DEPART. MUNIC. DE NUEVA ITALIA;agosto
16346192;CENTRO EDUC. DEPART. MUNIC. DE NUEVA ITALIA;julio
16346192;CENTRO EDUC. DEPART. MUNIC. DE NUEVA ITALIA;junio
11043355;CENTRO EDUC. DEPART. MUNIC. DR. ELIGIO AYALA;agosto
11043355;CENTRO EDUC. DEPART. MUNIC. DR. ELIGIO AYALA;julio
11043355;CENTRO EDUC. DEPART. MUNIC. DR. ELIGIO AYALA;junio
22813385;CENTRO EDUC. DEPART. MUNIC. JUAN PABLO II;agosto
22813385;CENTRO EDUC. DEPART. MUNIC. JUAN PABLO II;julio
22813385;CENTRO EDUC. DEPART. MUNIC. JUAN PABLO II;junio
36178232;CENTRO EDUC. DEP. MUN. DON AUGUSTO ROA BASTOS;agosto
31982732;CENTRO EDUC. DEP. MUN. DON AUGUSTO ROA BASTOS;julio
31982732;CENTRO EDUC. DEP. MUN. DON AUGUSTO ROA BASTOS;junio
26209950;CENTRO EDUC. DEP. MUNIC. VIRGEN DE LA MERDED;agosto
24893256;CENTRO EDUC. DEP. MUNIC. VIRGEN DE LA MERDED;julio
23937591;CENTRO EDUC. DEP. MUNIC. VIRGEN DE LA MERDED;junio
13992723;CENTRO EDUC. DEP. MUN. SANTA TERESA DE AVILA;agosto
13992723;CENTRO EDUC. DEP. MUN. SANTA TERESA DE AVILA;julio
13992723;CENTRO EDUC. DEP. MUN. SANTA TERESA DE AVILA;junio
9497250;CENTRO EDUC. DON JUAN PABLO ZARACHO FRANCO;agosto
9497250;CENTRO EDUC. DON JUAN PABLO ZARACHO FRANCO;julio
9497250;CENTRO EDUC. DON JUAN PABLO ZARACHO FRANCO;junio
27710486;CENTRO EDUC. DPTAL. DIVINO SALVADOR DEL MUNDO;agosto
27710486;CENTRO EDUC. DPTAL. DIVINO SALVADOR DEL MUNDO;julio
27710486;CENTRO EDUC. DPTAL. DIVINO SALVADOR DEL MUNDO;junio
7700544;CENTRO EDUC. ESPECIAL NSTRA. SRA. DEL ROSARIO;agosto
7700544;CENTRO EDUC. ESPECIAL NSTRA. SRA. DEL ROSARIO;julio
7700544;CENTRO EDUC. ESPECIAL NSTRA. SRA. DEL ROSARIO;junio
1658232;CENTRO EDUC. INFANTIL 7891 MEDALLA MILAGROSA;agosto
1658232;CENTRO EDUC. INFANTIL 7891 MEDALLA MILAGROSA;julio
1658232;CENTRO EDUC. INFANTIL 7891 MEDALLA MILAGROSA;junio
4974696;CENTRO EDUC. INICIAL 293 LAS MERCEDES;agosto
4974696;CENTRO EDUC. INICIAL 293 LAS MERCEDES;julio
4974696;CENTRO EDUC. INICIAL 293 LAS MERCEDES;junio
11607624;CENTRO EDUC. INICIAL 387 ADOLFO KOLPING;agosto
11607624;CENTRO EDUC. INICIAL 387 ADOLFO KOLPING;julio
11607624;CENTRO EDUC. INICIAL 387 ADOLFO KOLPING;junio
6632928;CENTRO EDUC. INICIAL 388 RAMON VARELA DIAZ;agosto
6632928;CENTRO EDUC. INICIAL 388 RAMON VARELA DIAZ;julio
6632928;CENTRO EDUC. INICIAL 388 RAMON VARELA DIAZ;junio
30355259;CENTRO EDUC. INT. DON ILDEFONSO RIOS BARRIOS;agosto
30355259;CENTRO EDUC. INT. DON ILDEFONSO RIOS BARRIOS;julio
30355259;CENTRO EDUC. INT. DON ILDEFONSO RIOS BARRIOS;junio
12847214;CENTRO EDUC.INTEG.CARLOS RUBEN CACERES BUSCIO;agosto
12847214;CENTRO EDUC.INTEG.CARLOS RUBEN CACERES BUSCIO;julio
12847214;CENTRO EDUC.INTEG.CARLOS RUBEN CACERES BUSCIO;junio
1658232;CENTRO EDUC. INTEGRAL DR. AGUSTIN CARRIZOSA;agosto
1658232;CENTRO EDUC. INTEGRAL DR. AGUSTIN CARRIZOSA;julio
1658232;CENTRO EDUC. INTEGRAL DR. AGUSTIN CARRIZOSA;junio
77886762;CENTRO EDUC. INTEGRAL FORTUNATA GRESNER;agosto
77886762;CENTRO EDUC. INTEGRAL FORTUNATA GRESNER;julio
76228530;CENTRO EDUC. INTEGRAL FORTUNATA GRESNER;junio
24304250;CENTRO EDUC. INTEGRAL KO'E PYAHU;agosto
24455000;CENTRO EDUC. INTEGRAL KO'E PYAHU;julio
24455000;CENTRO EDUC. INTEGRAL KO'E PYAHU;junio
368500;CENTRO EDUC. J. Y ADULTOS N. SRA. ASUNCION;agosto
368500;CENTRO EDUC. J. Y ADULTOS N. SRA. ASUNCION;julio
368500;CENTRO EDUC. J. Y ADULTOS N. SRA. ASUNCION;junio
1658232;CENTRO EDUC. KUARAHY 11-413;agosto
1658232;CENTRO EDUC. KUARAHY 11-413;julio
1658232;CENTRO EDUC. KUARAHY 11-413;junio
8358250;CENTRO EDUC. MARISTA SAGRADA FAMILIA;agosto
8358250;CENTRO EDUC. MARISTA SAGRADA FAMILIA;julio
8358250;CENTRO EDUC. MARISTA SAGRADA FAMILIA;junio
32701456;CENTRO EDUC. MARISTA SAN PABLO;agosto
32701456;CENTRO EDUC. MARISTA SAN PABLO;julio
32701456;CENTRO EDUC. MARISTA SAN PABLO;junio
15283856;CENTRO EDUC. PARA NIÑOS CON NECESID. ESPEC.;agosto
15283856;CENTRO EDUC. PARA NIÑOS CON NECESID. ESPEC.;julio
15283856;CENTRO EDUC. PARA NIÑOS CON NECESID. ESPEC.;junio
9386754;CENTRO EDUC. PRIV. SUBV. DIVINO NIÑO JESUS;agosto
9386754;CENTRO EDUC. PRIV. SUBV. DIVINO NIÑO JESUS;julio
9386754;CENTRO EDUC. PRIV. SUBV. DIVINO NIÑO JESUS;junio
12318403;CENTRO EDUC. PRIV. SUBV. SAN FRANCISCO JAVIER;agosto
12318403;CENTRO EDUC. PRIV. SUBV. SAN FRANCISCO JAVIER;julio
12127270;CENTRO EDUC. PRIV. SUBV. SAN FRANCISCO JAVIER;junio
7248553;CENTRO EDUC. PRIV. SUBV. SANTA RITA DE CASSIA;agosto
7248553;CENTRO EDUC. PRIV. SUBV. SANTA RITA DE CASSIA;julio
7248553;CENTRO EDUC. PRIV. SUBV. SANTA RITA DE CASSIA;junio
13877533;CENTRO EDUC. TECNICO. SUBV. TAPUA DE MANDOS M;agosto
13877533;CENTRO EDUC. TECNICO. SUBV. TAPUA DE MANDOS M;julio
13877533;CENTRO EDUC. TECNICO. SUBV. TAPUA DE MANDOS M;junio
9949392;CENTRO EDUC. Y DE REHABILITACION CAPULLO DE E;agosto
9949392;CENTRO EDUC. Y DE REHABILITACION CAPULLO DE E;julio
9949392;CENTRO EDUC. Y DE REHABILITACION CAPULLO DE E;junio
11607624;CENTRO INFANTIL Nº 7562 SEMILLITA;agosto
11607624;CENTRO INFANTIL Nº 7562 SEMILLITA;julio
11607624;CENTRO INFANTIL Nº 7562 SEMILLITA;junio
29308710;CENTRO INTEG. DE EDUC.ESP. DON HECTOR DUARTE;agosto
29308710;CENTRO INTEG. DE EDUC.ESP. DON HECTOR DUARTE;julio
29308710;CENTRO INTEG. DE EDUC.ESP. DON HECTOR DUARTE;junio
2355968;CENTRO INTEGRAL DE ESTETICA - CIE;agosto
2355968;CENTRO INTEGRAL DE ESTETICA - CIE;julio
2355968;CENTRO INTEGRAL DE ESTETICA - CIE;junio
7815643;CENTRO M-10 COMANDO DE AERONAUTICA;agosto
7815643;CENTRO M-10 COMANDO DE AERONAUTICA;julio
7815643;CENTRO M-10 COMANDO DE AERONAUTICA;junio
3433732;CENTRO M-11 COMANDO DE COMUNICACIONES;agosto
3433732;CENTRO M-11 COMANDO DE COMUNICACIONES;julio
3433732;CENTRO M-11 COMANDO DE COMUNICACIONES;junio
8382928;CENTRO M-1 1RA. DIV. DE CABALLERIA;agosto
8382928;CENTRO M-1 1RA. DIV. DE CABALLERIA;julio
8382928;CENTRO M-1 1RA. DIV. DE CABALLERIA;junio
7525090;CENTRO M-12 REG. ESCOLTA PRESIDENCIAL;agosto
7525090;CENTRO M-12 REG. ESCOLTA PRESIDENCIAL;julio
7525090;CENTRO M-12 REG. ESCOLTA PRESIDENCIAL;junio
3473841;CENTRO M-15 BATALLON DE APOYO DE COMBATE;agosto
3473841;CENTRO M-15 BATALLON DE APOYO DE COMBATE;julio
3473841;CENTRO M-15 BATALLON DE APOYO DE COMBATE;junio
6032161;CENTRO M-29 R.C. 5 ACA VERA;agosto
6032161;CENTRO M-29 R.C. 5 ACA VERA;julio
6032161;CENTRO M-29 R.C. 5 ACA VERA;junio
9128660;CENTRO M-2 MAYOR DE ART.MANUEL A. CHAMORRO;agosto
9128660;CENTRO M-2 MAYOR DE ART.MANUEL A. CHAMORRO;julio
9128660;CENTRO M-2 MAYOR DE ART.MANUEL A. CHAMORRO;junio
7723875;CENTRO M-32 LOMAS VALENTINAS;agosto
7723875;CENTRO M-32 LOMAS VALENTINAS;julio
7723875;CENTRO M-32 LOMAS VALENTINAS;junio
8029059;CENTRO M-33;agosto
8029059;CENTRO M-33;julio
8029059;CENTRO M-33;junio
2181894;CENTRO M-34;agosto
2181894;CENTRO M-34;julio
2181894;CENTRO M-34;junio
6370827;CENTRO M-3 COMANDO DE INGENIERIA;agosto
6370827;CENTRO M-3 COMANDO DE INGENIERIA;julio
6370827;CENTRO M-3 COMANDO DE INGENIERIA;junio
12004576;CENTRO M-4;agosto
12004576;CENTRO M-4;julio
12004576;CENTRO M-4;junio
12354935;CENTRO M-45 C. MILITAR MCAL.FRANCISCO S.LOPEZ;agosto
12354935;CENTRO M-45 C. MILITAR MCAL.FRANCISCO S.LOPEZ;julio
12354935;CENTRO M-45 C. MILITAR MCAL.FRANCISCO S.LOPEZ;junio
6589305;CENTRO M-52;agosto
6589305;CENTRO M-52;julio
6589305;CENTRO M-52;junio
2749179;CENTRO M-54 (BATALLON DE INGENIERIA);agosto
2749179;CENTRO M-54 (BATALLON DE INGENIERIA);julio
2749179;CENTRO M-54 (BATALLON DE INGENIERIA);junio
5066464;CENTRO M-56 SUBSISTENCIA DEL EJERCITO;agosto
5066464;CENTRO M-56 SUBSISTENCIA DEL EJERCITO;julio
5066464;CENTRO M-56 SUBSISTENCIA DEL EJERCITO;junio
1090947;CENTRO M-58;agosto
1090947;CENTRO M-58;julio
1090947;CENTRO M-58;junio
1750000;CENTRO M-60 TTE JOSE MARIA FARIÑA;agosto
1750000;CENTRO M-60 TTE JOSE MARIA FARIÑA;julio
1750000;CENTRO M-60 TTE JOSE MARIA FARIÑA;junio
8291160;CENTRO M-63 C.I.M.E.F.O.R.;agosto
8291160;CENTRO M-63 C.I.M.E.F.O.R.;julio
8291160;CENTRO M-63 C.I.M.E.F.O.R.;junio
3840126;CENTRO M-64 DIREC. DEL SERV. GEOG. MILITAR;agosto
3840126;CENTRO M-64 DIREC. DEL SERV. GEOG. MILITAR;julio
3840126;CENTRO M-64 DIREC. DEL SERV. GEOG. MILITAR;junio
11345523;CENTRO M-66 CENTRO MILITAR;agosto
11345523;CENTRO M-66 CENTRO MILITAR;julio
11345523;CENTRO M-66 CENTRO MILITAR;junio
4450494;CENTRO M-67 DIGETREN;agosto
4450494;CENTRO M-67 DIGETREN;julio
4450494;CENTRO M-67 DIGETREN;junio
2749179;CENTRO M-70 BATALLON DE FRONTERA;agosto
2749179;CENTRO M-70 BATALLON DE FRONTERA;julio
2749179;CENTRO M-70 BATALLON DE FRONTERA;junio
4775911;CENTRO M-71 DISERAGRO;agosto
4775911;CENTRO M-71 DISERAGRO;julio
4775911;CENTRO M-71 DISERAGRO;junio
7156590;CENTRO M-72 DIR.DEL SERV.DE RECLUT.Y MOVILIZ.;agosto
7156590;CENTRO M-72 DIR.DEL SERV.DE RECLUT.Y MOVILIZ.;julio
7156590;CENTRO M-72 DIR.DEL SERV.DE RECLUT.Y MOVILIZ.;junio
5498358;CENTRO M-76;agosto
5498358;CENTRO M-76;julio
5498358;CENTRO M-76;junio
13638822;CENTRO M-77;agosto
13638822;CENTRO M-77;julio
13638822;CENTRO M-77;junio
1658232;CENTRO M-79;agosto
1658232;CENTRO M-79;julio
1658232;CENTRO M-79;junio
1658232;CENTRO M-81;junio
3316464;CENTRO M-82;agosto
3316464;CENTRO M-82;julio
3316464;CENTRO M-82;junio
5498358;CENTRO M-85;agosto
5498358;CENTRO M-85;julio
5498358;CENTRO M-85;junio
2749179;CENTRO M-8 R.I. 14 CERRO CORA;agosto
2749179;CENTRO M-8 R.I. 14 CERRO CORA;julio
3840126;CENTRO M-8 R.I. 14 CERRO CORA;junio
35434313;CENTRO N° 10 VICTORINA CABALLERO;agosto
35129129;CENTRO N° 10 VICTORINA CABALLERO;julio
38628329;CENTRO N° 10 VICTORINA CABALLERO;junio
3461631;CENTRO NAC. DE FORM. INT. CAMPESINA JUAN DE DIOS SALINAS (CENFIC);agosto
3461631;CENTRO NAC. DE FORM. INT. CAMPESINA JUAN DE DIOS SALINAS (CENFIC);julio
3461631;CENTRO NAC. DE FORM. INT. CAMPESINA JUAN DE DIOS SALINAS (CENFIC);junio
20338208;CENTRO NAC.DE REC.P/ ATENC.DE NEC.EDUC.ESPEC.;agosto
20338208;CENTRO NAC.DE REC.P/ ATENC.DE NEC.EDUC.ESPEC.;julio
20338208;CENTRO NAC.DE REC.P/ ATENC.DE NEC.EDUC.ESPEC.;junio
21827230;CENTRO NACIONAL DE PRODUCCION Y APOYO A LA DISCAPACIDAD (CEPADIS);agosto
21827230;CENTRO NACIONAL DE PRODUCCION Y APOYO A LA DISCAPACIDAD (CEPADIS);julio
24060730;CENTRO NACIONAL DE PRODUCCION Y APOYO A LA DISCAPACIDAD (CEPADIS);junio
372922;CENTRO No. 1;agosto
372922;CENTRO No. 1;julio
372922;CENTRO No. 1;junio
4712595;CENTRO NO. 10-100;agosto
4712595;CENTRO NO. 10-100;julio
4712595;CENTRO NO. 10-100;junio
1090947;CENTRO NO. 10-102;agosto
1090947;CENTRO NO. 10-102;julio
1090947;CENTRO NO. 10-102;junio
1658232;CENTRO NO. 10-105;agosto
1658232;CENTRO NO. 10-105;julio
1658232;CENTRO NO. 10-105;junio
4407411;CENTRO NO. 10-106;agosto
4407411;CENTRO NO. 10-106;julio
4407411;CENTRO NO. 10-106;junio
1090947;CENTRO NO. 10-111;agosto
1090947;CENTRO NO. 10-111;julio
1090947;CENTRO NO. 10-111;junio
4974696;CENTRO NO. 10-112;agosto
4974696;CENTRO NO. 10-112;julio
4974696;CENTRO NO. 10-112;junio
1090947;CENTRO NO. 10-114;agosto
1090947;CENTRO NO. 10-114;julio
1090947;CENTRO NO. 10-114;junio
2181894;CENTRO NO. 10-115;agosto
2181894;CENTRO NO. 10-115;julio
2181894;CENTRO NO. 10-115;junio
4407411;CENTRO NO. 10-116;agosto
4407411;CENTRO NO. 10-116;julio
4407411;CENTRO NO. 10-116;junio
3272841;CENTRO NO. 10-117;agosto
3272841;CENTRO NO. 10-117;julio
3272841;CENTRO NO. 10-117;junio
3840126;CENTRO NO. 10-118;agosto
3840126;CENTRO NO. 10-118;julio
3840126;CENTRO NO. 10-118;junio
2181894;CENTRO NO. 10-119;agosto
2181894;CENTRO NO. 10-119;julio
2181894;CENTRO NO. 10-119;junio
5498358;CENTRO NO. 10-12;agosto
5498358;CENTRO NO. 10-12;julio
5498358;CENTRO NO. 10-12;junio
2181894;CENTRO NO. 10-120;agosto
2181894;CENTRO NO. 10-120;julio
2181894;CENTRO NO. 10-120;junio
6589305;CENTRO NO. 10-121;agosto
6589305;CENTRO NO. 10-121;julio
6589305;CENTRO NO. 10-121;junio
2181894;CENTRO NO. 10-122;agosto
2181894;CENTRO NO. 10-122;julio
2181894;CENTRO NO. 10-122;junio
6065643;CENTRO NO. 10-123;agosto
6065643;CENTRO NO. 10-123;julio
6065643;CENTRO NO. 10-123;junio
1090947;CENTRO NO. 10-124;agosto
1090947;CENTRO NO. 10-124;julio
1090947;CENTRO NO. 10-124;junio
2749179;CENTRO NO. 10-125;agosto
2749179;CENTRO NO. 10-125;julio
2749179;CENTRO NO. 10-125;junio
1090947;CENTRO NO. 10-126;agosto
1090947;CENTRO NO. 10-126;julio
1090947;CENTRO NO. 10-126;junio
1090947;CENTRO NO. 10-127;agosto
1090947;CENTRO NO. 10-127;julio
1090947;CENTRO NO. 10-127;junio
3840126;CENTRO NO. 10-13;agosto
3840126;CENTRO NO. 10-13;julio
3840126;CENTRO NO. 10-13;junio
5498358;CENTRO NO. 10-133;agosto
5498358;CENTRO NO. 10-133;julio
5498358;CENTRO NO. 10-133;junio
3840126;CENTRO NO. 10-134;agosto
3840126;CENTRO NO. 10-134;julio
3840126;CENTRO NO. 10-134;junio
2749179;CENTRO NO. 10-135;agosto
2749179;CENTRO NO. 10-135;julio
2749179;CENTRO NO. 10-135;junio
2749179;CENTRO NO. 10-138;agosto
2749179;CENTRO NO. 10-138;julio
2749179;CENTRO NO. 10-138;junio
2749179;CENTRO NO. 10-140;agosto
2749179;CENTRO NO. 10-140;julio
2749179;CENTRO NO. 10-140;junio
2749179;CENTRO NO. 10-142;agosto
2749179;CENTRO NO. 10-142;julio
2749179;CENTRO NO. 10-142;junio
2749179;CENTRO NO. 10-143;agosto
2749179;CENTRO NO. 10-143;julio
2749179;CENTRO NO. 10-143;junio
1090947;CENTRO NO. 10-144;agosto
1090947;CENTRO NO. 10-144;julio
1090947;CENTRO NO. 10-144;junio
1090947;CENTRO NO. 10-145;agosto
1090947;CENTRO NO. 10-145;julio
1090947;CENTRO NO. 10-145;junio
1658232;CENTRO NO. 10-146;junio
7723875;CENTRO NO. 10-149;agosto
7723875;CENTRO NO. 10-149;julio
7723875;CENTRO NO. 10-149;junio
3840126;CENTRO NO. 10-15;agosto
3840126;CENTRO NO. 10-15;julio
3840126;CENTRO NO. 10-15;junio
1658232;CENTRO Nº 10-151;agosto
1658232;CENTRO Nº 10-151;julio
1658232;CENTRO Nº 10-151;junio
3866999;CENTRO NO. 102;agosto
3866999;CENTRO NO. 102;julio
3866999;CENTRO NO. 102;junio
5585064;CENTRO NO. 10-22;agosto
5585064;CENTRO NO. 10-22;julio
5585064;CENTRO NO. 10-22;junio
3840126;CENTRO NO. 10-24;agosto
3840126;CENTRO NO. 10-24;julio
4145310;CENTRO NO. 10-24;junio
3272841;CENTRO NO. 10-25;agosto
3272841;CENTRO NO. 10-25;julio
3272841;CENTRO NO. 10-25;junio
4145310;CENTRO NO. 10-26;agosto
4145310;CENTRO NO. 10-26;julio
4145310;CENTRO NO. 10-26;junio
5498358;CENTRO NO. 10-27;agosto
5498358;CENTRO NO. 10-27;julio
5498358;CENTRO NO. 10-27;junio
7500457;CENTRO NO. 10-28;agosto
7500457;CENTRO NO. 10-28;julio
8106425;CENTRO NO. 10-28;junio
1658232;CENTRO NO. 10-29;agosto
1658232;CENTRO NO. 10-29;julio
1658232;CENTRO NO. 10-29;junio
8944611;CENTRO NO. 103;agosto
8944611;CENTRO NO. 103;julio
8944611;CENTRO NO. 103;junio
5498358;CENTRO NO. 10-30;agosto
5498358;CENTRO NO. 10-30;julio
5498358;CENTRO NO. 10-30;junio
5803542;CENTRO NO. 10-32;agosto
5803542;CENTRO NO. 10-32;julio
